"","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","Drib_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","Drib_GCA","Sh_GCA","Fld_GCA","Def_GCA","Url"
"1",2022,"Alavés","La Liga","Martin Agirregabiria","ESP","DF","25-249",1996,13.6,22,1.62,16,2,1,0,3,0,2,0.15,1,0,1,0,0,0,"https://fbref.com/en/players/355c883a/Martin-Agirregabiria"
"2",2022,"Alavés","La Liga","Mircea Alexandru Tirlea","ROU","DF","21-292",2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/683a1d81/Mircea-Alexandru-Tirlea"
"3",2022,"Alavés","La Liga","Rubén Duarte","ESP","DF","26-088",1995,16.4,23,1.4,11,9,0,0,2,1,3,0.18,0,2,0,0,1,0,"https://fbref.com/en/players/1fe0492d/Ruben-Duarte"
"4",2022,"Alavés","La Liga","Gonzalo Escalante","ARG","MF","28-293",1993,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/3f79a1c8/Gonzalo-Escalante"
"5",2022,"Alavés","La Liga","Manu García","ESP","MF","24-012",1998,7.6,23,3.02,12,8,1,1,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6ed1a2a2/Manu-Garcia"
"6",2022,"Alavés","La Liga","Saúl García","ESP","FW","27-066",1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/dafa5038/Saul-Garcia"
"7",2022,"Alavés","La Liga","John Guidetti","SWE","FW,MF","29-274",1992,3,10,3.28,5,0,1,0,2,2,3,0.99,1,0,0,0,1,1,"https://fbref.com/en/players/99bebd12/John-Guidetti"
"8",2022,"Alavés","La Liga","Jason","ESP","MF","27-192",1994,0.4,1,2.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9038c2a1/Jason"
"9",2022,"Alavés","La Liga","Joselu","ESP","FW","31-293",1990,18.5,40,2.16,24,1,1,6,6,2,5,0.27,2,0,0,1,1,1,"https://fbref.com/en/players/6265208f/Joselu"
"10",2022,"Alavés","La Liga","Víctor Laguardia","ESP","DF","32-070",1989,17.9,3,0.17,0,2,0,1,0,0,1,0.06,0,0,0,1,0,0,"https://fbref.com/en/players/b7c99b9b/Victor-Laguardia"
"11",2022,"Alavés","La Liga","Florian Lejeune","FRA","DF","30-239",1991,13,4,0.31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6eaed4eb/Florian-Lejeune"
"12",2022,"Alavés","La Liga","Javi López","ESP","DF","20-013",2002,3,5,1.65,3,1,1,0,0,0,1,0.33,1,0,0,0,0,0,"https://fbref.com/en/players/e9ada8cf/Javi-Lopez"
"13",2022,"Alavés","La Liga","Iván Martín","ESP","MF","22-334",1999,1.8,2,1.08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ae48c5cb/Ivan-Martin"
"14",2022,"Alavés","La Liga","Édgar Méndez","ESP","FW,MF","32-012",1990,7.7,12,1.57,10,0,2,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/aed746df/Edgar-Mendez"
"15",2022,"Alavés","La Liga","Matt Miazga","USA","DF","26-179",1995,7.3,3,0.41,1,0,0,2,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9fc0f253/Matt-Miazga"
"16",2022,"Alavés","La Liga","Miguel","ESP","FW,MF","22-133",1999,5,11,2.21,6,0,1,0,3,1,3,0.6,1,0,0,0,1,1,"https://fbref.com/en/players/6763373d/Miguel"
"17",2022,"Alavés","La Liga","Toni Moya","ESP","MF","23-300",1998,11.9,25,2.11,4,18,1,1,0,1,3,0.25,1,1,0,1,0,0,"https://fbref.com/en/players/9e098912/Toni-Moya"
"18",2022,"Alavés","La Liga","Ximo Navarro","ESP","DF","31-356",1990,7.9,8,1.02,5,0,0,2,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8db394aa/Ximo-Navarro"
"19",2022,"Alavés","La Liga","Loum Ndiaye","SEN","MF","25-015",1996,14.9,9,0.6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bcfc4473/Loum-Ndiaye"
"20",2022,"Alavés","La Liga","Jesús Owono","EQG","GK","20-319",2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d6e3d7fb/Jesus-Owono"
"21",2022,"Alavés","La Liga","Fernando Pacheco","ESP","GK","29-241",1992,16.9,1,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/97852360/Fernando-Pacheco"
"22",2022,"Alavés","La Liga","Facundo Pellistri","URU","MF,FW","20-025",2001,6.6,12,1.81,9,0,1,0,2,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ac7e7b1c/Facundo-Pellistri"
"23",2022,"Alavés","La Liga","Tomás Pina Isla","ESP","MF","34-092",1987,7.8,7,0.9,4,0,0,0,3,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e54bd0a2/Tomas-Pina-Isla"
"24",2022,"Alavés","La Liga","Pere Pons","ESP","MF","28-328",1993,9.5,15,1.59,11,0,0,0,2,2,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/29b61deb/Pere-Pons"
"25",2022,"Alavés","La Liga","Luis Rioja","ESP","MF,FW","28-090",1993,18.5,52,2.81,27,6,9,7,3,0,2,0.11,0,0,1,1,0,0,"https://fbref.com/en/players/eb3dd471/Luis-Rioja"
"26",2022,"Alavés","La Liga","Antonio Sivera","ESP","GK","25-156",1996,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9970da54/Antonio-Sivera"
"27",2022,"Alavés","La Liga","Mamadou Sylla","SEN","FW","27-300",1994,4.4,3,0.69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e5ec95f8/Mamadou-Sylla"
"28",2022,"Alavés","La Liga","Tachi","ESP","DF","24-126",1997,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8b625720/Tachi"
"29",2022,"Angers","Ligue 1","Mohamed Ali Cho","FRA","FW","17-360",2004,12.9,27,2.09,14,0,4,2,5,2,5,0.39,3,0,0,2,0,0,"https://fbref.com/en/players/f8405304/Mohamed-Ali-Cho"
"30",2022,"Angers","Ligue 1","Stéphane Bahoken","CMR","FW","29-231",1992,6.1,5,0.83,4,0,0,0,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5046b7d4/Stephane-Bahoken"
"31",2022,"Angers","Ligue 1","Paul Bernardoni","FRA","GK","24-271",1997,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/28dabd43/Paul-Bernardoni"
"32",2022,"Angers","Ligue 1","Antonin Bobichon","FRA","MF,FW","26-122",1995,0.4,2,4.74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7d937aa1/Antonin-Bobichon"
"33",2022,"Angers","Ligue 1","Sofiane Boufal","MAR","FW,MF","28-119",1993,16,77,4.82,30,22,10,3,8,4,12,0.75,3,3,1,2,3,0,"https://fbref.com/en/players/b0c71810/Sofiane-Boufal"
"34",2022,"Angers","Ligue 1","Bilal Brahimi","FRA","FW,MF","21-306",2000,1.2,8,6.92,5,0,2,0,1,0,1,0.87,1,0,0,0,0,0,"https://fbref.com/en/players/02bcaf8e/Bilal-Brahimi"
"35",2022,"Angers","Ligue 1","Jimmy Cabot","FRA","DF","27-271",1994,17.8,30,1.68,23,2,2,1,1,1,5,0.28,4,0,0,0,1,0,"https://fbref.com/en/players/46359159/Jimmy-Cabot"
"36",2022,"Angers","Ligue 1","Pierrick Capelle","FRA","DF,MF","34-274",1987,7,16,2.29,10,2,0,3,0,1,1,0.14,0,0,0,1,0,0,"https://fbref.com/en/players/79b2399c/Pierrick-Capelle"
"37",2022,"Angers","Ligue 1","Souleyman Doumbia","CIV","DF","25-112",1996,11.5,14,1.22,12,0,2,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9daeac61/Souleyman-Doumbia"
"38",2022,"Angers","Ligue 1","Enzo Ebosse","CMR","DF","22-309",1999,7,8,1.14,4,0,1,0,3,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9ba7b4fa/Enzo-Ebosse"
"39",2022,"Angers","Ligue 1","Angelo Fulgini","FRA","MF,FW","25-147",1996,16.3,31,1.9,27,1,0,1,2,0,4,0.25,3,0,0,1,0,0,"https://fbref.com/en/players/4b96c347/Angelo-Fulgini"
"40",2022,"Angers","Ligue 1","Vincent Manceau","FRA","DF","32-188",1989,17,5,0.29,5,0,0,0,0,0,1,0.06,1,0,0,0,0,0,"https://fbref.com/en/players/c26a3918/Vincent-Manceau"
"41",2022,"Angers","Ligue 1","Thomas Mangani","FRA","MF","34-260",1987,14.6,32,2.2,25,6,0,0,0,1,3,0.21,2,1,0,0,0,0,"https://fbref.com/en/players/c801616a/Thomas-Mangani"
"42",2022,"Angers","Ligue 1","Farid El Melali","ALG","FW","24-185",1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d21e361a/Farid-El-Melali"
"43",2022,"Angers","Ligue 1","Batista Mendy","FRA","MF","22-002",2000,11.8,8,0.68,6,0,0,0,2,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e472a6f6/Batista-Mendy"
"44",2022,"Angers","Ligue 1","Casimir Ninga","CHA","FW","28-242",1993,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/91f2da4c/Casimir-Ninga"
"45",2022,"Angers","Ligue 1","Azzedine Ounahi","MAR","MF","21-270",2000,10.6,27,2.55,21,0,2,1,2,1,2,0.19,1,0,0,0,1,0,"https://fbref.com/en/players/83299cc0/Azzedine-Ounahi"
"46",2022,"Angers","Ligue 1","Mathias Pereira Lage","POR","DF","25-045",1996,1.9,6,3.21,4,0,0,1,1,0,1,0.54,1,0,0,0,0,0,"https://fbref.com/en/players/8846a40f/Mathias-Pereira-Lage"
"47",2022,"Angers","Ligue 1","Danijel Petkovic","MNE","GK","28-234",1993,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b98cea65/Danijel-Petkovic"
"48",2022,"Angers","Ligue 1","Waniss Taibi","FRA","MF,DF","19-313",2002,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/95192fe4/Waniss-Taibi"
"49",2022,"Angers","Ligue 1","Sada Thioub","SEN","MF","26-227",1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f4bc42b1/Sada-Thioub"
"50",2022,"Angers","Ligue 1","Romain Thomas","FRA","DF","33-216",1988,18,10,0.56,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/275e2c51/Romain-Thomas"
"51",2022,"Angers","Ligue 1","Ismaël Traoré","CIV","DF","35-149",1986,18,7,0.39,6,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b666421b/Ismael-Traore"
"52",2022,"Arminia","Bundesliga","Andrés Andrade Cedeño","PAN","DF","23-090",1998,5.7,4,0.71,3,0,0,1,0,0,1,0.18,1,0,0,0,0,0,"https://fbref.com/en/players/6ea23758/Andres-Andrade-Cedeno"
"53",2022,"Arminia","Bundesliga","Jacob Barrett Laursen","DEN","DF","27-058",1994,11.6,11,0.95,6,5,0,0,0,0,1,0.09,1,0,0,0,0,0,"https://fbref.com/en/players/c0d3bd23/Jacob-Barrett-Laursen"
"54",2022,"Arminia","Bundesliga","Cédric Brunner","SUI","DF","27-331",1994,16.1,19,1.18,14,3,0,0,1,1,1,0.06,1,0,0,0,0,0,"https://fbref.com/en/players/f0a37d36/Cedric-Brunner"
"55",2022,"Arminia","Bundesliga","Gonzalo Castro","GER","MF","34-217",1987,0.1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/68829001/Gonzalo-Castro"
"56",2022,"Arminia","Bundesliga","Lennart-Marten Czyborra","GER","DF","22-256",1999,1.5,1,0.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7ba1f1ef/Lennart-Marten-Czyborra"
"57",2022,"Arminia","Bundesliga","Mike van der Hoorn","NED","DF","29-091",1992,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/25f50295/Mike-van-der-Hoorn"
"58",2022,"Arminia","Bundesliga","Edimilson Fernandes","SUI","DF,FW","25-274",1996,3.1,10,3.18,9,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/3bb625ac/Edimilson-Fernandes"
"59",2022,"Arminia","Bundesliga","Robin Hack","GER","MF,FW","23-140",1998,8.7,21,2.42,17,0,2,2,0,0,1,0.12,1,0,0,0,0,0,"https://fbref.com/en/players/0174ba21/Robin-Hack"
"60",2022,"Arminia","Bundesliga","Stefanos Kapino","GRE","GK","27-302",1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/62ba5881/Stefanos-Kapino"
"61",2022,"Arminia","Bundesliga","Fabian Klos","GER","FW","34-043",1987,12.8,20,1.56,17,0,2,1,0,0,1,0.08,1,0,0,0,0,0,"https://fbref.com/en/players/e21042ae/Fabian-Klos"
"62",2022,"Arminia","Bundesliga","Florian Krüger","GER","FW,MF","22-335",1999,5.8,8,1.38,8,0,0,0,0,0,1,0.17,1,0,0,0,0,0,"https://fbref.com/en/players/f9f92b5f/Florian-Kruger"
"63",2022,"Arminia","Bundesliga","Fabian Kunze","GER","MF","23-214",1998,7.5,7,0.93,6,0,0,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d25fee56/Fabian-Kunze"
"64",2022,"Arminia","Bundesliga","Bryan Lasme","FRA","FW,MF","23-061",1998,5.9,9,1.52,6,0,1,1,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ebac0ace/Bryan-Lasme"
"65",2022,"Arminia","Bundesliga","Nathan de Medina","BEL","DF","24-098",1997,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d686dbc0/Nathan-de-Medina"
"66",2022,"Arminia","Bundesliga","Joakim Nilsson","SWE","DF","27-342",1994,16.4,6,0.37,5,0,0,0,0,1,1,0.06,1,0,0,0,0,0,"https://fbref.com/en/players/c562c5b4/Joakim-Nilsson"
"67",2022,"Arminia","Bundesliga","Masaya Okugawa","JPN","MF,FW","25-275",1996,14.7,24,1.63,18,0,1,1,2,2,3,0.2,2,0,0,1,0,0,"https://fbref.com/en/players/63b9cc6d/Masaya-Okugawa"
"68",2022,"Arminia","Bundesliga","Stefan Ortega","GER","GK","29-069",1992,17,9,0.53,7,2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c1242d4e/Stefan-Ortega"
"69",2022,"Arminia","Bundesliga","Amos Pieper","GER","DF","23-362",1998,16.9,10,0.59,6,0,0,2,0,2,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/526ea7cc/Amos-Pieper"
"70",2022,"Arminia","Bundesliga","Manuel Prietl","AUT","MF","30-164",1991,16,21,1.31,13,0,4,1,0,3,3,0.19,3,0,0,0,0,0,"https://fbref.com/en/players/901c0f97/Manuel-Prietl"
"71",2022,"Arminia","Bundesliga","Guilherme Ramos","POR","DF","24-156",1997,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/df9c3473/Guilherme-Ramos"
"72",2022,"Arminia","Bundesliga","Alessandro Schöpf","AUT","MF","27-341",1994,15.2,64,4.2,40,11,3,3,6,1,3,0.2,2,0,0,0,1,0,"https://fbref.com/en/players/106bca06/Alessandro-Schopf"
"73",2022,"Arminia","Bundesliga","Janni Serra","GER","FW","23-307",1998,4.2,7,1.67,6,0,0,0,0,1,1,0.24,1,0,0,0,0,0,"https://fbref.com/en/players/40b58bfc/Janni-Serra"
"74",2022,"Arminia","Bundesliga","Sebastian Vasiliadis","GRE","MF","24-102",1997,3.9,7,1.79,7,0,0,0,0,0,1,0.26,1,0,0,0,0,0,"https://fbref.com/en/players/d3112d86/Sebastian-Vasiliadis"
"75",2022,"Arminia","Bundesliga","Patrick Wimmer","AUT","FW,MF","20-229",2001,10,33,3.3,16,3,4,5,2,3,5,0.5,3,0,0,1,1,0,"https://fbref.com/en/players/cb11b429/Patrick-Wimmer"
"76",2022,"Arsenal","Premier League","Pierre-Emerick Aubameyang","GAB","FW","32-210",1989,11.5,23,2,14,0,1,5,3,0,3,0.26,2,0,0,1,0,0,"https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang"
"77",2022,"Arsenal","Premier League","Folarin Balogun","ENG","FW","20-195",2001,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/31822f8c/Folarin-Balogun"
"78",2022,"Arsenal","Premier League","Calum Chambers","ENG","DF","26-359",1995,1.9,1,0.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/dc6f5bdd/Calum-Chambers"
"79",2022,"Arsenal","Premier League","Gabriel Dos Santos","BRA","DF","24-026",1997,16.4,10,0.61,8,0,0,1,0,1,1,0.06,1,0,0,0,0,0,"https://fbref.com/en/players/67ac5bb8/Gabriel-Dos-Santos"
"80",2022,"Arsenal","Premier League","Mohamed Elneny","EGY","MF","29-187",1992,2,4,2.05,4,0,0,0,0,0,1,0.51,1,0,0,0,0,0,"https://fbref.com/en/players/47a34c4f/Mohamed-Elneny"
"81",2022,"Arsenal","Premier League","Rob Holding","ENG","DF","26-116",1995,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d79a8c87/Rob-Holding"
"82",2022,"Arsenal","Premier League","Sead Kolašinac","BIH","DF","28-208",1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/3935e52e/Sead-Kolasinac"
"83",2022,"Arsenal","Premier League","Alexandre Lacazette","FRA","FW,MF","30-231",1991,9.6,35,3.65,24,0,2,1,7,1,5,0.52,3,0,0,0,1,1,"https://fbref.com/en/players/9dbb75ca/Alexandre-Lacazette"
"84",2022,"Arsenal","Premier League","Bernd Leno","GER","GK","29-316",1992,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2628fd2b/Bernd-Leno"
"85",2022,"Arsenal","Premier League","Ainsley Maitland-Niles","ENG","MF","24-138",1997,3,8,2.69,5,1,0,1,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e3a5814e/Ainsley-Maitland-Niles"
"86",2022,"Arsenal","Premier League","Pablo Marí","ESP","DF","28-136",1993,2,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/aa54ec6f/Pablo-Mari"
"87",2022,"Arsenal","Premier League","Martinelli","BRA","FW,MF","20-210",2001,8.7,26,3,16,3,2,4,0,1,5,0.58,3,1,0,1,0,0,"https://fbref.com/en/players/48a5a5d6/Martinelli"
"88",2022,"Arsenal","Premier League","Reiss Nelson","ENG","FW","22-035",1999,0.2,3,13.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c5bdb6e3/Reiss-Nelson"
"89",2022,"Arsenal","Premier League","Eddie Nketiah","ENG","FW,MF","22-229",1999,0.5,3,6.59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a53649b7/Eddie-Nketiah"
"90",2022,"Arsenal","Premier League","Thomas Partey","GHA","MF","28-215",1993,14.7,35,2.38,26,0,4,2,3,0,1,0.07,1,0,0,0,0,0,"https://fbref.com/en/players/529f49ab/Thomas-Partey"
"91",2022,"Arsenal","Premier League","Nicolas Pépé","CIV","FW,MF","26-230",1995,5.6,25,4.46,13,9,1,2,0,0,3,0.53,1,0,0,2,0,0,"https://fbref.com/en/players/57e3f0c7/Nicolas-Pepe"
"92",2022,"Arsenal","Premier League","Aaron Ramsdale","ENG","GK","23-245",1998,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale"
"93",2022,"Arsenal","Premier League","Bukayo Saka","ENG","FW,MF","20-131",2001,16.5,69,4.19,46,8,7,3,4,1,5,0.3,3,1,0,0,1,0,"https://fbref.com/en/players/bc7dc64d/Bukayo-Saka"
"94",2022,"Arsenal","Premier League","Albert Sambi Lokonga","BEL","MF","22-084",1999,9.1,21,2.31,21,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1b4f1169/Albert-Sambi-Lokonga"
"95",2022,"Arsenal","Premier League","Emile Smith Rowe","ENG","MF,FW","21-170",2000,13.4,40,2.99,30,3,2,3,2,0,6,0.45,5,1,0,0,0,0,"https://fbref.com/en/players/17695062/Emile-Smith-Rowe"
"96",2022,"Arsenal","Premier League","Cédric Soares","POR","DF","30-136",1991,2.4,2,0.83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/839c14e1/Cedric-Soares"
"97",2022,"Arsenal","Premier League","Nuno Tavares","POR","DF","21-353",2000,6.9,14,2.02,8,0,2,1,1,2,3,0.43,2,0,0,1,0,0,"https://fbref.com/en/players/a65c844b/Nuno-Tavares"
"98",2022,"Arsenal","Premier League","Kieran Tierney","SCO","DF","24-223",1997,13.3,24,1.81,19,2,1,1,1,0,3,0.23,3,0,0,0,0,0,"https://fbref.com/en/players/fce2302c/Kieran-Tierney"
"99",2022,"Arsenal","Premier League","Takehiro Tomiyasu","JPN","DF","23-070",1998,15.4,24,1.56,20,1,0,0,0,3,4,0.26,3,0,0,0,0,1,"https://fbref.com/en/players/b3af9be1/Takehiro-Tomiyasu"
"100",2022,"Arsenal","Premier League","Ben White","ENG","DF","24-098",1997,18,13,0.72,11,0,0,1,0,1,1,0.06,1,0,0,0,0,0,"https://fbref.com/en/players/35e413f1/Ben-White"
"101",2022,"Arsenal","Premier League","Granit Xhaka","SUI","MF","29-109",1992,9.2,23,2.51,22,1,0,0,0,0,1,0.11,1,0,0,0,0,0,"https://fbref.com/en/players/e61b8aee/Granit-Xhaka"
"102",2022,"Arsenal","Premier League","Martin Ødegaard","NOR","MF","23-028",1998,13.5,56,4.13,41,9,2,2,2,0,8,0.59,8,0,0,0,0,0,"https://fbref.com/en/players/79300479/Martin-Odegaard"
"103",2022,"Aston Villa","Premier League","Cameron Archer","ENG","MF,FW","20-177",2001,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/05e8ca6d/Cameron-Archer"
"104",2022,"Aston Villa","Premier League","Leon Bailey","JAM","FW,MF","24-158",1997,4.7,13,2.76,9,0,1,1,2,0,3,0.64,2,0,1,0,0,0,"https://fbref.com/en/players/3a233281/Leon-Bailey"
"105",2022,"Aston Villa","Premier League","Emi Buendía","ARG","FW,MF","25-020",1996,11.7,36,3.07,31,2,2,1,0,0,6,0.51,3,0,2,1,0,0,"https://fbref.com/en/players/66b76d44/Emi-Buendia"
"106",2022,"Aston Villa","Premier League","Matty Cash","POL","DF","24-160",1997,18.8,31,1.65,21,4,2,1,2,1,3,0.16,1,2,0,0,0,0,"https://fbref.com/en/players/2389cdc2/Matty-Cash"
"107",2022,"Aston Villa","Premier League","Carney Chukwuemeka","ENG","MF,FW","18-007",2004,1.4,2,1.45,2,0,0,0,0,0,1,0.73,1,0,0,0,0,0,"https://fbref.com/en/players/b2f9c73e/Carney-Chukwuemeka"
"108",2022,"Aston Villa","Premier League","Keinan Davis","ENG","FW","23-335",1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9deaf2c8/Keinan-Davis"
"109",2022,"Aston Villa","Premier League","Anwar El Ghazi","NED","FW,MF","26-256",1995,4.3,11,2.56,8,1,1,0,1,0,2,0.47,2,0,0,0,0,0,"https://fbref.com/en/players/ffa90327/Anwar-El-Ghazi"
"110",2022,"Aston Villa","Premier League","Kortney Hause","ENG","DF","26-182",1995,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bf8fad51/Kortney-Hause"
"111",2022,"Aston Villa","Premier League","Danny Ings","ENG","FW","29-175",1992,11.5,14,1.22,10,0,1,2,0,1,4,0.35,4,0,0,0,0,0,"https://fbref.com/en/players/07802f7f/Danny-Ings"
"112",2022,"Aston Villa","Premier League","Ezri Konsa","ENG","DF","24-083",1997,17.5,6,0.34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/0313a347/Ezri-Konsa"
"113",2022,"Aston Villa","Premier League","Douglas Luiz","BRA","MF","23-250",1998,13.7,35,2.56,21,9,1,1,3,0,3,0.22,1,2,0,0,0,0,"https://fbref.com/en/players/6f7d826d/Douglas-Luiz"
"114",2022,"Aston Villa","Premier League","Emiliano Martínez","ARG","GK","29-134",1992,18,1,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7956236f/Emiliano-Martinez"
"115",2022,"Aston Villa","Premier League","John McGinn","SCO","MF","27-088",1994,16.4,45,2.74,27,13,1,1,3,0,2,0.12,1,1,0,0,0,0,"https://fbref.com/en/players/90f91999/John-McGinn"
"116",2022,"Aston Villa","Premier League","Tyrone Mings","ENG","DF","28-307",1993,16.4,10,0.61,6,0,0,3,1,0,2,0.12,1,0,0,1,0,0,"https://fbref.com/en/players/8397a50c/Tyrone-Mings"
"117",2022,"Aston Villa","Premier League","Wesley Moraes","BRA","FW","25-049",1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bfae110f/Wesley-Moraes"
"118",2022,"Aston Villa","Premier League","Marvelous Nakamba","ZIM","MF","27-360",1994,8.4,6,0.71,5,0,0,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/de5b5570/Marvelous-Nakamba"
"119",2022,"Aston Villa","Premier League","Jaden Philogene Bidace","ENG","FW","19-241",2002,0.1,1,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/19f4d211/Jaden-Philogene-Bidace"
"120",2022,"Aston Villa","Premier League","Jacob Ramsey","ENG","MF,FW","20-231",2001,11.9,24,2.02,18,0,0,1,4,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1544f145/Jacob-Ramsey"
"121",2022,"Aston Villa","Premier League","Morgan Sanson","FRA","MF","27-149",1994,1.8,2,1.13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6e7f1353/Morgan-Sanson"
"122",2022,"Aston Villa","Premier League","Jed Steer","ENG","GK","29-113",1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a8a3d139/Jed-Steer"
"123",2022,"Aston Villa","Premier League","Matt Targett","ENG","DF","26-118",1995,15.9,27,1.7,22,5,0,0,0,0,1,0.06,1,0,0,0,0,0,"https://fbref.com/en/players/e514ab62/Matt-Targett"
"124",2022,"Aston Villa","Premier League","Bertrand Traoré","BFA","MF,FW","26-130",1995,1.7,9,5.26,4,0,3,1,1,0,2,1.17,0,0,1,0,1,0,"https://fbref.com/en/players/c47541e0/Bertrand-Traore"
