"","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","Drib_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","Drib_GCA","Sh_GCA","Fld_GCA","Def_GCA","Url"
"658",2022,"Dortmund","Bundesliga","Antonios Papadopoulos","GER","DF","22-126",1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/13d23b29/Antonios-Papadopoulos"
"659",2022,"Dortmund","Bundesliga","Felix Passlack","GER","DF","23-230",1998,2.2,4,1.83,3,0,0,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5c899683/Felix-Passlack"
"660",2022,"Dortmund","Bundesliga","Marin Pongracic","CRO","DF","24-125",1997,5.1,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2a6cd437/Marin-Pongracic"
"661",2022,"Dortmund","Bundesliga","Reinier","BRA","MF,FW","19-360",2002,0.7,3,4.58,2,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6b21b7b5/Reinier"
"662",2022,"Dortmund","Bundesliga","Marco Reus","GER","MF,FW","32-228",1989,16.3,65,3.99,47,6,0,4,7,1,12,0.74,8,0,0,0,3,1,"https://fbref.com/en/players/36a3ff67/Marco-Reus"
"663",2022,"Dortmund","Bundesliga","Gio Reyna","USA","MF","19-062",2002,2.4,9,3.72,6,3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7fa4e703/Gio-Reyna"
"664",2022,"Dortmund","Bundesliga","Nico Schulz","GER","DF","28-288",1993,6.5,6,0.92,5,0,0,0,0,1,1,0.15,1,0,0,0,0,0,"https://fbref.com/en/players/fa274d97/Nico-Schulz"
"665",2022,"Dortmund","Bundesliga","Steffen Tigges","GER","FW","23-167",1998,1.2,1,0.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6b8887c2/Steffen-Tigges"
"666",2022,"Dortmund","Bundesliga","Axel Witsel","BEL","MF,DF","33-002",1989,11.2,7,0.62,7,0,0,0,0,0,1,0.09,1,0,0,0,0,0,"https://fbref.com/en/players/5dfc6ad5/Axel-Witsel"
"667",2022,"Dortmund","Bundesliga","Marius Wolf","GER","FW,DF","26-232",1995,5.1,15,2.94,10,0,1,4,0,0,1,0.2,1,0,0,0,0,0,"https://fbref.com/en/players/fa661778/Marius-Wolf"
"668",2022,"Dortmund","Bundesliga","Dan-Axel Zagadou","FRA","DF","22-225",1999,2.3,3,1.29,2,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a4effc55/Dan-Axel-Zagadou"
"669",2022,"Eint Frankfurt","Bundesliga","Ragnar Ache","GER","FW,MF","23-170",1998,1.3,4,3.19,2,0,1,1,0,0,1,0.8,0,0,0,1,0,0,"https://fbref.com/en/players/dc38e3bc/Ragnar-Ache"
"670",2022,"Eint Frankfurt","Bundesliga","Aymen Barkok","MAR","FW,MF","23-238",1998,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a2a85828/Aymen-Barkok"
"671",2022,"Eint Frankfurt","Bundesliga","Rafael Borré","COL","FW","26-121",1995,15.7,34,2.16,19,0,5,5,4,1,7,0.45,4,0,2,0,1,0,"https://fbref.com/en/players/c68da769/Rafael-Borre"
"672",2022,"Eint Frankfurt","Bundesliga","Timothy Chandler","USA","DF","31-291",1990,7.1,6,0.84,3,3,0,0,0,0,1,0.14,0,1,0,0,0,0,"https://fbref.com/en/players/b3b7f5a6/Timothy-Chandler"
"673",2022,"Eint Frankfurt","Bundesliga","Danny da Costa","GER","DF","28-185",1993,5.3,4,0.76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5ddb8f9f/Danny-da-Costa"
"674",2022,"Eint Frankfurt","Bundesliga","Erik Durm","GER","DF","29-247",1992,5.3,6,1.14,6,0,0,0,0,0,2,0.38,2,0,0,0,0,0,"https://fbref.com/en/players/cf623c78/Erik-Durm"
"675",2022,"Eint Frankfurt","Bundesliga","Makoto Hasebe","JPN","DF,MF","37-361",1984,7.2,3,0.42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9ab16552/Makoto-Hasebe"
"676",2022,"Eint Frankfurt","Bundesliga","Martin Hinteregger","AUT","DF","29-129",1992,15,9,0.6,5,0,0,2,1,1,3,0.2,1,0,0,1,1,0,"https://fbref.com/en/players/080440a4/Martin-Hinteregger"
"677",2022,"Eint Frankfurt","Bundesliga","Ajdin Hrustic","AUS","MF","25-193",1996,5.1,11,2.14,6,3,0,2,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1f2d714c/Ajdin-Hrustic"
"678",2022,"Eint Frankfurt","Bundesliga","Stefan Ilsanker","AUT","DF,MF","32-241",1989,1.8,1,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8494acc4/Stefan-Ilsanker"
"679",2022,"Eint Frankfurt","Bundesliga","Kristijan Jakic","CRO","MF","24-245",1997,9.9,12,1.21,7,0,0,2,3,0,1,0.1,0,0,0,0,1,0,"https://fbref.com/en/players/a8ee54ad/Kristijan-Jakic"
"680",2022,"Eint Frankfurt","Bundesliga","Daichi Kamada","JPN","MF,FW","25-162",1996,13.8,40,2.9,30,3,3,1,2,1,4,0.29,4,0,0,0,0,0,"https://fbref.com/en/players/15b287da/Daichi-Kamada"
"681",2022,"Eint Frankfurt","Bundesliga","Filip Kostic","SRB","DF,FW","29-074",1992,16.1,71,4.41,42,23,1,4,1,0,9,0.56,6,3,0,0,0,0,"https://fbref.com/en/players/b1cd37e6/Filip-Kostic"
"682",2022,"Eint Frankfurt","Bundesliga","Sam Lammers","NED","FW","24-259",1997,4.3,5,1.17,4,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c283ddef/Sam-Lammers"
"683",2022,"Eint Frankfurt","Bundesliga","Christopher Lenz","GER","DF","27-114",1994,3.9,10,2.57,9,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bbd86530/Christopher-Lenz"
"684",2022,"Eint Frankfurt","Bundesliga","Jesper Lindstrøm","DEN","MF,FW","21-319",2000,10.6,31,2.92,24,2,2,0,2,1,2,0.19,2,0,0,0,0,0,"https://fbref.com/en/players/37dc1a48/Jesper-Lindstrom"
"685",2022,"Eint Frankfurt","Bundesliga","Obite N'Dicka","FRA","DF","22-147",1999,16,14,0.87,9,2,0,2,0,1,3,0.19,1,0,0,2,0,0,"https://fbref.com/en/players/441197b8/Obite-NDicka"
"686",2022,"Eint Frankfurt","Bundesliga","Gonçalo Paciência","POR","FW","27-166",1994,1.4,3,2.16,1,0,0,1,1,0,1,0.72,0,0,0,0,1,0,"https://fbref.com/en/players/962e54cb/Goncalo-Paciencia"
"687",2022,"Eint Frankfurt","Bundesliga","Jens Petter Hauge","NOR","FW,MF","22-094",1999,6.3,19,2.99,16,0,1,2,0,0,2,0.32,2,0,0,0,0,0,"https://fbref.com/en/players/12c35abe/Jens-Petter-Hauge"
"688",2022,"Eint Frankfurt","Bundesliga","Sebastian Rode","GER","MF","31-095",1990,3.3,11,3.38,11,0,0,0,0,0,1,0.31,1,0,0,0,0,0,"https://fbref.com/en/players/e12b0b5b/Sebastian-Rode"
"689",2022,"Eint Frankfurt","Bundesliga","Djibril Sow","SUI","MF","24-342",1997,16.1,36,2.23,29,1,0,1,3,2,6,0.37,4,0,0,0,1,1,"https://fbref.com/en/players/4c6facae/Djibril-Sow"
"690",2022,"Eint Frankfurt","Bundesliga","Almamy Touré","MLI","DF","25-261",1996,3.5,1,0.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c8c60119/Almamy-Toure"
"691",2022,"Eint Frankfurt","Bundesliga","Kevin Trapp","GER","GK","31-190",1990,18,3,0.17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ce17b5eb/Kevin-Trapp"
"692",2022,"Eint Frankfurt","Bundesliga","Tuta","BRA","DF","22-194",1999,9.7,5,0.52,3,1,0,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/35d64857/Tuta"
"693",2022,"Elche","La Liga","Édgar Badía","ESP","GK","29-336",1992,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e4346678/Edgar-Badia"
"694",2022,"Elche","La Liga","Antonio Barragán","ESP","DF","34-216",1987,5.5,4,0.73,3,1,0,0,0,0,2,0.36,2,0,0,0,0,0,"https://fbref.com/en/players/487d9b09/Antonio-Barragan"
"695",2022,"Elche","La Liga","Darío Benedetto","ARG","FW","31-242",1990,6.6,11,1.68,7,0,3,1,0,0,2,0.31,1,0,0,1,0,0,"https://fbref.com/en/players/bef0a7ac/Dario-Benedetto"
"696",2022,"Elche","La Liga","Pedro Bigas","ESP","DF","31-121",1990,9.1,4,0.44,2,0,0,1,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/697295b1/Pedro-Bigas"
"697",2022,"Elche","La Liga","Lucas Boyé","ARG","FW","25-320",1996,12.8,29,2.26,18,0,5,3,1,2,6,0.47,2,0,2,0,0,2,"https://fbref.com/en/players/d49f3e6b/Lucas-Boye"
"698",2022,"Elche","La Liga","Guido Carrillo","ARG","FW,MF","30-234",1991,4.7,6,1.28,3,0,0,1,2,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8f898ba8/Guido-Carrillo"
"699",2022,"Elche","La Liga","Kiko Casilla","ESP","GK","35-104",1986,12,4,0.33,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/58bc7d18/Kiko-Casilla"
"700",2022,"Elche","La Liga","Fidel","ESP","MF","32-079",1989,14.2,41,2.89,29,8,1,0,1,2,3,0.21,3,0,0,0,0,0,"https://fbref.com/en/players/eb82b6f1/Fidel"
"701",2022,"Elche","La Liga","Diego González","ESP","DF","26-351",1995,10.5,4,0.38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4ac7608e/Diego-Gonzalez"
"702",2022,"Elche","La Liga","Gerard Gumbau","ESP","MF","27-027",1994,8,15,1.87,7,8,0,0,0,0,3,0.37,3,0,0,0,0,0,"https://fbref.com/en/players/ac454a4f/Gerard-Gumbau"
"703",2022,"Elche","La Liga","Raúl Guti","ESP","MF","25-015",1996,10.6,12,1.14,9,0,0,1,2,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/0b2c8585/Raul-Guti"
"704",2022,"Elche","La Liga","Josan","ESP","DF,MF","32-042",1989,6.7,10,1.5,9,0,1,0,0,0,1,0.15,1,0,0,0,0,0,"https://fbref.com/en/players/5b28b2f6/Josan"
"705",2022,"Elche","La Liga","Josema","ESP","DF","25-222",1996,2,1,0.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ed3f5f4c/Josema"
"706",2022,"Elche","La Liga","Iván Marcone","ARG","MF","31-225",1990,6.4,1,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b14f755d/Ivan-Marcone"
"707",2022,"Elche","La Liga","Omar Mascarell","ESP","MF","28-346",1993,14.8,12,0.81,9,1,0,1,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/11fd2b75/Omar-Mascarell"
"708",2022,"Elche","La Liga","Pere Milla","ESP","FW,MF","29-113",1992,5.6,6,1.07,3,0,1,1,0,1,2,0.36,1,0,1,0,0,0,"https://fbref.com/en/players/335039a2/Pere-Milla"
"709",2022,"Elche","La Liga","Johan Mojica","COL","DF","29-146",1992,18,31,1.73,26,1,3,0,1,0,4,0.22,4,0,0,0,0,0,"https://fbref.com/en/players/608f2092/Johan-Mojica"
"710",2022,"Elche","La Liga","Tete Morente","ESP","MF","25-041",1996,7.2,19,2.63,16,1,1,0,1,0,4,0.55,2,1,1,0,0,0,"https://fbref.com/en/players/004d185e/Tete-Morente"
"711",2022,"Elche","La Liga","Helibelton Palacios","COL","DF","28-219",1993,13.8,7,0.51,6,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ac8b2421/Helibelton-Palacios"
"712",2022,"Elche","La Liga","Javier Pastore","ARG","MF","32-208",1989,4.3,10,2.33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/881ef58c/Javier-Pastore"
"713",2022,"Elche","La Liga","Lucas Pérez","ESP","FW","33-126",1988,12.4,26,2.1,16,4,3,0,3,0,3,0.24,0,1,1,0,1,0,"https://fbref.com/en/players/a300ac7e/Lucas-Perez"
"714",2022,"Elche","La Liga","Pablo Piatti","ARG","MF,FW","32-289",1989,2.1,6,2.87,3,0,2,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/48e89655/Pablo-Piatti"
"715",2022,"Elche","La Liga","Enzo Roco","CHI","DF","29-151",1992,15.6,3,0.19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/37f827ec/Enzo-Roco"
"716",2022,"Elche","La Liga","Gonzalo Verdú","ESP","DF","33-085",1988,8.4,1,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1c2c55fc/Gonzalo-Verdu"
"717",2022,"Empoli","Serie A","Kristjan Asllani","ALB","MF,FW","19-311",2002,1,6,6.07,5,0,1,0,0,0,1,1.01,1,0,0,0,0,0,"https://fbref.com/en/players/0fdcef0e/Kristjan-Asllani"
"718",2022,"Empoli","Serie A","Nedim Bajrami","ALB","MF,FW","22-320",1999,11.7,58,4.95,37,12,3,4,0,2,3,0.26,2,0,0,1,0,0,"https://fbref.com/en/players/f42d6c13/Nedim-Bajrami"
"719",2022,"Empoli","Serie A","Filippo Bandinelli","ITA","MF","26-291",1995,9.5,26,2.75,20,3,1,1,1,0,2,0.21,2,0,0,0,0,0,"https://fbref.com/en/players/d44360be/Filippo-Bandinelli"
"720",2022,"Empoli","Serie A","Giovanni Crociata","ITA","FW","24-156",1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8c964914/Giovanni-Crociata"
"721",2022,"Empoli","Serie A","Patrick Cutrone","ITA","FW","24-011",1998,10.9,13,1.19,10,0,1,0,1,1,3,0.28,2,0,0,0,1,0,"https://fbref.com/en/players/a4fe8cda/Patrick-Cutrone"
"722",2022,"Empoli","Serie A","Federico Di Francesco","ITA","FW,MF","27-214",1994,10.4,36,3.45,26,1,1,3,4,1,4,0.38,1,1,0,1,1,0,"https://fbref.com/en/players/1fca9171/Federico-Di-Francesco"
"723",2022,"Empoli","Serie A","Riccardo Fiamozzi","ITA","DF","28-241",1993,2.3,5,2.13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9f9b9269/Riccardo-Fiamozzi"
"724",2022,"Empoli","Serie A","Nicolas Haas","SUI","MF","25-356",1996,11.1,26,2.34,24,0,0,1,0,1,2,0.18,2,0,0,0,0,0,"https://fbref.com/en/players/fa449bba/Nicolas-Haas"
"725",2022,"Empoli","Serie A","Liam Henderson","SCO","MF","25-264",1996,14.6,55,3.76,38,12,0,3,2,0,7,0.48,3,1,0,1,2,0,"https://fbref.com/en/players/d7918b13/Liam-Henderson"
"726",2022,"Empoli","Serie A","Ardian Ismajli","ALB","DF","25-106",1996,9,3,0.33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6b635f5c/Ardian-Ismajli"
"727",2022,"Empoli","Serie A","Andrea La Mantia","ITA","FW,MF","30-253",1991,1.9,3,1.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c375dfa5/Andrea-La-Mantia"
"728",2022,"Empoli","Serie A","Sebastiano Luperto","ITA","DF","25-130",1996,12.1,12,0.99,10,1,0,0,0,1,1,0.08,1,0,0,0,0,0,"https://fbref.com/en/players/997fff07/Sebastiano-Luperto"
"729",2022,"Empoli","Serie A","Leonardo Mancuso","ITA","FW","29-233",1992,4.7,7,1.48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/311027cb/Leonardo-Mancuso"
"730",2022,"Empoli","Serie A","Riccardo Marchizza","ITA","DF","23-294",1998,14.5,21,1.45,18,2,1,0,0,0,4,0.28,1,2,1,0,0,0,"https://fbref.com/en/players/91d0fabf/Riccardo-Marchizza"
"731",2022,"Empoli","Serie A","Fabiano Parisi","ITA","DF","21-066",2000,6.4,20,3.14,14,0,4,1,0,1,3,0.47,1,0,2,0,0,0,"https://fbref.com/en/players/0967845b/Fabiano-Parisi"
"732",2022,"Empoli","Serie A","Andrea Pinamonti","ITA","FW","22-240",1999,15.9,37,2.32,22,0,3,4,6,2,7,0.44,5,0,0,1,1,0,"https://fbref.com/en/players/08aa9cd1/Andrea-Pinamonti"
"733",2022,"Empoli","Serie A","Samuele Ricci","ITA","MF","20-146",2001,15,16,1.07,13,1,0,0,1,1,2,0.13,2,0,0,0,0,0,"https://fbref.com/en/players/9823be92/Samuele-Ricci"
"734",2022,"Empoli","Serie A","Simone Romagnoli","ITA","DF","31-339",1990,7.8,5,0.64,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/09899de8/Simone-Romagnoli"
"735",2022,"Empoli","Serie A","Petar Stojanovic","SVN","DF","26-099",1995,17.4,45,2.58,35,4,3,1,2,0,4,0.23,2,1,1,0,0,0,"https://fbref.com/en/players/13b44b02/Petar-Stojanovic"
"736",2022,"Empoli","Serie A","Leo Štulac","SVN","MF","27-110",1994,6.7,13,1.95,12,0,0,0,0,1,3,0.45,3,0,0,0,0,0,"https://fbref.com/en/players/92948398/Leo-Stulac"
"737",2022,"Empoli","Serie A","Lorenzo Tonelli","ITA","DF","31-362",1990,7,7,0.99,6,0,0,1,0,0,1,0.14,1,0,0,0,0,0,"https://fbref.com/en/players/8cc29864/Lorenzo-Tonelli"
"738",2022,"Empoli","Serie A","Guglielmo Vicario","ITA","GK","25-099",1996,21,5,0.24,4,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario"
"739",2022,"Empoli","Serie A","Mattia Viti","ITA","DF","19-355",2002,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/75438a9a/Mattia-Viti"
"740",2022,"Empoli","Serie A","Szymon Zurkowski","POL","MF","24-111",1997,11.3,31,2.74,26,0,0,1,2,2,2,0.18,2,0,0,0,0,0,"https://fbref.com/en/players/4e1d5e59/Szymon-Zurkowski"
"741",2022,"Espanyol","La Liga","Keidi Bare","ALB","MF","24-139",1997,8.4,11,1.3,10,0,0,0,1,0,2,0.24,1,0,0,0,1,0,"https://fbref.com/en/players/03049c8c/Keidi-Bare"
"742",2022,"Espanyol","La Liga","Leandro Cabrera","URU","DF","30-211",1991,20,13,0.65,11,0,0,2,0,0,3,0.15,2,0,0,1,0,0,"https://fbref.com/en/players/69cbc8b6/Leandro-Cabrera"
"743",2022,"Espanyol","La Liga","Fernando Calero","ESP","DF","26-122",1995,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/41b3069f/Fernando-Calero"
"744",2022,"Espanyol","La Liga","Sergi Darder","ESP","MF","28-023",1993,16.8,34,2.03,27,1,1,3,0,2,5,0.3,5,0,0,0,0,0,"https://fbref.com/en/players/070a3904/Sergi-Darder"
"745",2022,"Espanyol","La Liga","Landry Dimata","BEL","FW,MF","24-135",1997,4.6,15,3.24,10,0,1,0,3,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b5f63410/Landry-Dimata"
"746",2022,"Espanyol","La Liga","Adri Embarba","ESP","MF,FW","29-252",1992,16.5,62,3.77,29,18,4,4,4,3,6,0.36,2,3,0,1,0,0,"https://fbref.com/en/players/db8f0eba/Adri-Embarba"
"747",2022,"Espanyol","La Liga","Joan García","ESP","GK","20-255",2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/87b498b0/Joan-Garcia"
"748",2022,"Espanyol","La Liga","Óscar Gil","ESP","DF","24-263",1997,8.9,6,0.67,5,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6652cf96/Oscar-Gil"
"749",2022,"Espanyol","La Liga","Sergi Gómez","ESP","DF","29-292",1992,18.7,8,0.43,8,0,0,0,0,0,2,0.11,2,0,0,0,0,0,"https://fbref.com/en/players/bc6f5f06/Sergi-Gomez"
"750",2022,"Espanyol","La Liga","Gori","ESP","MF","19-244",2002,0.1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f3451c66/Gori"
"751",2022,"Espanyol","La Liga","Yangel Herrera","VEN","MF","24-007",1998,6.3,7,1.11,5,0,0,0,2,0,1,0.16,1,0,0,0,0,0,"https://fbref.com/en/players/e778654a/Yangel-Herrera"
"752",2022,"Espanyol","La Liga","Jofre","ESP","DF,MF","20-211",2001,0.2,4,22.5,3,0,0,0,1,0,2,11.25,1,0,0,0,1,0,"https://fbref.com/en/players/030ef8d6/Jofre"
"753",2022,"Espanyol","La Liga","Miguel Juan Llambrich","ESP","DF","25-361",1996,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d83f09ff/Miguel-Juan-Llambrich"
"754",2022,"Espanyol","La Liga","Wu Lei","CHN","FW,MF","30-056",1991,3.3,7,2.1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e3fabb0a/Wu-Lei"
"755",2022,"Espanyol","La Liga","David López","ESP","MF","32-097",1989,4.9,8,1.62,6,1,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f03f284b/David-Lopez"
"756",2022,"Espanyol","La Liga","Diego López","ESP","GK","40-072",1981,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/73683fa9/Diego-Lopez"
"757",2022,"Espanyol","La Liga","Óscar Melendo","ESP","MF,FW","24-144",1997,5.3,14,2.62,14,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/379652be/Oscar-Melendo"
"758",2022,"Espanyol","La Liga","Fran Mérida","ESP","MF","31-316",1990,1.6,4,2.47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/0e50f929/Fran-Merida"
"759",2022,"Espanyol","La Liga","Manu Morlanes","ESP","MF","23-002",1999,8.4,10,1.19,7,1,0,1,0,1,4,0.48,2,0,0,1,0,1,"https://fbref.com/en/players/a0255c67/Manu-Morlanes"
"760",2022,"Espanyol","La Liga","Loren Morón","ESP","FW,MF","28-015",1993,4.5,6,1.34,5,0,0,1,0,0,1,0.22,0,0,0,1,0,0,"https://fbref.com/en/players/3aa4a3be/Loren-Moron"
"761",2022,"Espanyol","La Liga","Pedrosa","ESP","DF","23-246",1998,18.5,28,1.52,18,2,3,0,4,1,2,0.11,2,0,0,0,0,0,"https://fbref.com/en/players/112521d1/Pedrosa"
"762",2022,"Espanyol","La Liga","Victor Perea","ESP","DF","21-288",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b7de5bad/Victor-Perea"
"763",2022,"Espanyol","La Liga","Javi Puado","ESP","MF,FW","23-234",1998,9,17,1.88,13,0,1,2,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2683eda7/Javi-Puado"
"764",2022,"Espanyol","La Liga","Lluís Recasens","ESP","DF","20-045",2001,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c31ea173/Lluis-Recasens"
"765",2022,"Espanyol","La Liga","Nico Ribaudo","ESP","MF,FW","20-278",2001,8.3,23,2.78,14,2,2,1,3,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ce8039aa/Nico-Ribaudo"
"766",2022,"Espanyol","La Liga","Rubén","ESP","DF","20-344",2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/35d4f151/Ruben"
"767",2022,"Espanyol","La Liga","Raúl de Tomás","ESP","FW","27-089",1994,18.6,39,2.09,27,0,5,3,3,1,4,0.21,2,0,1,1,0,0,"https://fbref.com/en/players/02ef8778/Raul-de-Tomas"
"768",2022,"Espanyol","La Liga","Álvaro Vadillo","ESP","MF,DF","27-124",1994,0.1,1,12.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/61b62b33/Alvaro-Vadillo"
"769",2022,"Espanyol","La Liga","Aleix Vidal","ESP","DF,MF","32-146",1989,12.9,34,2.63,26,4,1,0,2,1,4,0.31,3,0,1,0,0,0,"https://fbref.com/en/players/04965583/Aleix-Vidal"
"770",2022,"Espanyol","La Liga","Dídac Vilà","ESP","DF","32-219",1989,1.7,2,1.21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bad38a94/Didac-Vila"
"771",2022,"Everton","Premier League","Allan","BRA","MF","31-006",1991,15.6,21,1.34,20,0,0,0,1,0,6,0.38,5,0,0,0,1,0,"https://fbref.com/en/players/cc700722/Allan"
"772",2022,"Everton","Premier League","Asmir Begovic","BIH","GK","34-208",1987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7b4de647/Asmir-Begovic"
"773",2022,"Everton","Premier League","Jarrad Branthwaite","ENG","DF","19-201",2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c1949191/Jarrad-Branthwaite"
"774",2022,"Everton","Premier League","Dominic Calvert-Lewin","ENG","FW","24-304",1997,3.8,9,2.4,5,1,0,1,2,0,2,0.53,1,0,0,0,1,0,"https://fbref.com/en/players/59e6e5bf/Dominic-Calvert-Lewin"
"775",2022,"Everton","Premier League","Séamus Coleman","IRL","DF","33-095",1988,14,22,1.57,18,1,0,1,1,1,3,0.21,2,0,0,0,1,0,"https://fbref.com/en/players/0420d84f/Seamus-Coleman"
"776",2022,"Everton","Premier League","Tom Davies","ENG","MF","23-198",1998,1.8,4,2.28,3,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9228b07c/Tom-Davies"
"777",2022,"Everton","Premier League","Fabian Delph","ENG","MF","32-054",1989,2.8,2,0.72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/111c3236/Fabian-Delph"
"778",2022,"Everton","Premier League","Lucas Digne","FRA","DF","28-178",1993,13,33,2.54,22,9,1,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1b84dbe1/Lucas-Digne"
"779",2022,"Everton","Premier League","Lewis Dobbin","ENG","FW,MF","19-011",2003,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e814e1cf/Lewis-Dobbin"
"780",2022,"Everton","Premier League","Abdoulaye Doucouré","FRA","MF","29-013",1993,14,33,2.36,29,0,1,2,0,1,6,0.43,4,0,1,1,0,0,"https://fbref.com/en/players/02b29014/Abdoulaye-Doucoure"
"781",2022,"Everton","Premier League","Jean-Philippe Gbamin","CIV","MF","26-111",1995,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6bd603db/Jean-Philippe-Gbamin"
"782",2022,"Everton","Premier League","Ben Godfrey","ENG","DF","23-364",1998,14.5,21,1.44,18,0,1,1,0,1,2,0.14,1,0,0,1,0,0,"https://fbref.com/en/players/9f7c837d/Ben-Godfrey"
